[2024-08-24T13:08:58.544+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-08-24T13:08:58.560+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tutorial_taskflow_api.extract manual__2024-08-24T13:08:57.356294+00:00 [queued]>
[2024-08-24T13:08:58.568+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tutorial_taskflow_api.extract manual__2024-08-24T13:08:57.356294+00:00 [queued]>
[2024-08-24T13:08:58.569+0000] {taskinstance.py:2856} INFO - Starting attempt 1 of 1
[2024-08-24T13:08:58.583+0000] {taskinstance.py:2879} INFO - Executing <Task(_PythonDecoratedOperator): extract> on 2024-08-24 13:08:57.356294+00:00
[2024-08-24T13:08:58.587+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=453) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-08-24T13:08:58.588+0000] {standard_task_runner.py:72} INFO - Started process 454 to run task
[2024-08-24T13:08:58.589+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'tutorial_taskflow_api', 'extract', 'manual__2024-08-24T13:08:57.356294+00:00', '--job-id', '5', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmpjx5nhtys']
[2024-08-24T13:08:58.592+0000] {standard_task_runner.py:105} INFO - Job 5: Subtask extract
[2024-08-24T13:08:58.640+0000] {task_command.py:467} INFO - Running <TaskInstance: tutorial_taskflow_api.extract manual__2024-08-24T13:08:57.356294+00:00 [running]> on host d334eccfe2d9
[2024-08-24T13:08:58.717+0000] {taskinstance.py:3122} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='tutorial_taskflow_api' AIRFLOW_CTX_TASK_ID='extract' AIRFLOW_CTX_EXECUTION_DATE='2024-08-24T13:08:57.356294+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-08-24T13:08:57.356294+00:00'
[2024-08-24T13:08:58.719+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-08-24T13:08:58.974+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ph%C3%A2n-lo%E1%BA%A1i-s%E1%BA%AFp-x%E1%BA%BFp-h%C3%A0ng-h%C3%B3a/id6482849843?l=vi
[2024-08-24T13:08:58.975+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/evoland-2/id1291427111?l=vi
[2024-08-24T13:08:58.975+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/v%C3%B9ng-r%E1%BA%AFn-tr%C6%B0%E1%BB%9Dn-io-s%C4%83n-m%E1%BB%93i/id1357967682?l=vi
[2024-08-24T13:08:58.975+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/etiket-tofask/id6477356535?l=vi
[2024-08-24T13:08:58.976+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/free-fire-sinh-nh%E1%BA%ADt-7-tu%E1%BB%95i/id1300146617?l=vi
[2024-08-24T13:08:58.976+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/wheel-of-sunshine-game/id6503189327?l=vi
[2024-08-24T13:08:58.976+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/offline-games-no-wifi-games/id6448104157?l=vi
[2024-08-24T13:08:58.977+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/voi-puzzle-game/id1110376793?l=vi
[2024-08-24T13:08:58.977+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/gunfire-reborn/id1606703078?l=vi
[2024-08-24T13:08:58.977+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/age-of-history-ii/id1453838527?l=vi
[2024-08-24T13:08:58.978+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/go-home-draw-connect-puzzle/id6621263025?l=vi
[2024-08-24T13:08:58.978+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/h%C3%A0nh-tr%C3%ACnh-afk-travellet-vn/id6474162071?l=vi
[2024-08-24T13:08:58.979+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/smart-city-edu-village/id6612036094?l=vi
[2024-08-24T13:08:58.979+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/fieldrunners/id292421271?l=vi
[2024-08-24T13:08:58.980+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/%C4%91%E1%BB%8Ba-ng%E1%BB%A5c-s%E1%BB%91ng-s%C3%B3t/id901738789?l=vi
[2024-08-24T13:08:58.980+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/free-fire-max/id1480516829?l=vi
[2024-08-24T13:08:58.980+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/bloons-td-6/id1118115766?l=vi
[2024-08-24T13:08:58.981+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/phong-th%E1%BA%A7n-truy%E1%BB%81n-k%E1%BB%B3-chi%E1%BA%BFn/id6502895894?l=vi
[2024-08-24T13:08:58.981+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tom-bi%E1%BA%BFt-n%C3%B3i-c%E1%BB%A7a-t%C3%B4i/id657500465?l=vi
[2024-08-24T13:08:58.981+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tam-qu%E1%BB%91c-m%C3%A8o/id6469768541?l=vi
[2024-08-24T13:08:58.982+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ghost-story-thi%E1%BB%87n-n%E1%BB%AF/id6474838818?l=vi
[2024-08-24T13:08:58.982+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/die-again-troll-vi%E1%BB%87t-nam/id6503342568?l=vi
[2024-08-24T13:08:58.982+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/stickman-legends-game-offline/id1516210313?l=vi
[2024-08-24T13:08:58.983+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/kho-b%C3%A1u-%C4%91%E1%BA%A1i-chi%E1%BA%BFn/id6483367756?l=vi
[2024-08-24T13:08:58.983+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/great-little-war-game-2/id871205610?l=vi
[2024-08-24T13:08:58.983+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/th%E1%BA%ADp-di%E1%BB%87n-mai-ph%E1%BB%A5c/id6560113420?l=vi
[2024-08-24T13:08:58.984+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tinh-c%E1%BA%A7u-z-gamota/id6544794058?l=vi
[2024-08-24T13:08:58.984+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/block-blast/id1617391485?l=vi
[2024-08-24T13:08:58.984+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/papas-sushiria-to-go/id1504952058?l=vi
[2024-08-24T13:08:58.985+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/%C4%91%E1%BA%A5u-tr%C6%B0%E1%BB%9Dng-ch%C3%A2n-l%C3%BD/id6451463643?l=vi
[2024-08-24T13:08:58.985+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tr%C3%A1i-c%C3%A2y-c%E1%BB%A7a-th%E1%BA%BF-gi%E1%BB%9Bi-m%E1%BB%9Bi/id6502340415?l=vi
[2024-08-24T13:08:58.985+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/snake-clash/id6449243946?l=vi
[2024-08-24T13:08:58.986+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/geometry-dash-world/id1112307917?l=vi
[2024-08-24T13:08:58.986+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/papas-mocharia-to-go/id1551207253?l=vi
[2024-08-24T13:08:58.986+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/mega-man-x-dive-offline/id6446021269?l=vi
[2024-08-24T13:08:58.986+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/samurai-shodown-v-special/id1616812982?l=vi
[2024-08-24T13:08:58.987+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/slay-the-spire/id1491530147?l=vi
[2024-08-24T13:08:58.987+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/bus-simulator-ultimate/id1461749632?l=vi
[2024-08-24T13:08:58.987+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/survivalcraft-2/id1185580782?l=vi
[2024-08-24T13:08:58.987+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/the-treasures-of-montezuma-3/id475298522?l=vi
[2024-08-24T13:08:58.988+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/dragon-age-pals-adventure/id6504313322?l=vi
[2024-08-24T13:08:58.988+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ki%E1%BA%BFm-th%E1%BA%BF-origin/id1613648368?l=vi
[2024-08-24T13:08:58.988+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tom-bi%E1%BA%BFt-n%C3%B3i-c%E1%BB%A7a-t%C3%B4i-2/id1337578317?l=vi
[2024-08-24T13:08:58.989+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/phong-ma-%C4%91%E1%BA%A1o-s%C4%A9/id6471830641?l=vi
[2024-08-24T13:08:58.989+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/mini-survival-zombie-fight/id6462363666?l=vi
[2024-08-24T13:08:58.989+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/hole-io/id1389111413?l=vi
[2024-08-24T13:08:58.989+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/detention/id1456212639?l=vi
[2024-08-24T13:08:58.991+0000] {logging_mixin.py:190} INFO - 197
[2024-08-24T13:08:58.992+0000] {python.py:240} INFO - Done. Returned value was: None
[2024-08-24T13:08:59.002+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-08-24T13:08:59.003+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=tutorial_taskflow_api, task_id=extract, run_id=manual__2024-08-24T13:08:57.356294+00:00, execution_date=20240824T130857, start_date=20240824T130858, end_date=20240824T130859
[2024-08-24T13:08:59.046+0000] {local_task_job_runner.py:261} INFO - Task exited with return code 0
[2024-08-24T13:08:59.060+0000] {taskinstance.py:3891} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-08-24T13:08:59.062+0000] {local_task_job_runner.py:240} INFO - ::endgroup::
